dbid,title,age,text,lemmatized
6337, vergonyós,14,"persona tímida, que es posa nerviosa en moments concrets, depen de la persona amb qui parli, etc...
Es sol posar vermella i no sap que dir.","persona tímid , que ell posar nerviós en moment concret , dependre de el persona amb qui parlar , etcètera . . ell soler posar vermell i no saber què dir ."
6135, complicat,15,Qualsevol cosa que et produeix un sobreesforç.,qualsevol cosa que tu produir un sobreesforç .
6136, espia,15,"Persona que escolta, mira o qualsevol cosa amb la qual pugui extreure informació sense permís.","persona que escoltar , mirar o qualsevol cosa amb el qual poder extreure informació sense permís ."
6137, estudiar,15,Acció en la qual aprens mitjançant la repetició de les paraules,acció en el qual aprendre mitjançant el repetició de el paraula .
6380, bo,15,"agradable, algu que per un motiu o per motius en concret agrada a una persona.","agradable , algo que per un motiu o per motiu en_concret agradar a un persona ."
6381, convèncer,15,imposar la teva forma de pensar en algu concret a un altre. persona. Cambiar-li l'opinió sobre una cosa coroneta.,imposar el teu forma de pensar en algo concret a un altre . persona . canviar ell el opinió sobre un cosa concret .
6382, mestre,15,persona que ha estudiat per poder ensenyar els seus coneixements a altres persones.,persona que haver estudiar per poder ensenyar el seu coneixement a altre persona .
6400, consultar,16,quan no saps alguna cosa i vols que te la expliquin. preguntar,quan no saber algun cosa i voler que tu ell explicar . preguntar .
6402, vacuna,16,"medicament que injecten a les persones malaltes, o que s'han de prevenir d'una malaltia.","medicament que injectar a el persona malalt , o que ell haver de prevenir de un malaltia ."
6090, amagar,14,"acció que es fa quan novols que una persona vulgui una cosa en concret, doncs l'amagues.","acció que es fer quan no voler que un persona voler un cosa en_concret , doncs ell amagar ."
6091, indígena,14,persona de classe baixa que viu al carrer.,persona de classe baix que viure al carrer .
6092, lleig,14,persona póc agraciada que deu no l'estima.,persona poc agraciat que déu no ell estimar .
6395, intel·ligent,16,una persona que ho sap tot.,un persona que ho saber tot .
6396, pensar,16,trobar tots els records. O acció de rumiar alguna cosa.,trobar tot el record . o acció de rumiar algun cosa .
6397, univers,16,"espai que no és pot mesurar, on ens trobem nosaltres.","espai que no es poder mesurar , on jo trobar jo ."
4895, microbi,10,"Micro partícula que és dolenta que el pots trobar a la sorra, al terra, a tots llocs.","micropartícula que ser dolent que el poder trobar a el sorra , al terra , a tot lloc ."
4896, traduir,10,Acció de passar un text en un idioma al que tu entens. Per Exemple passar de anglès a català,acció de passar un text en un idioma al que tu entendre . per_exemple passar de anglès a català .
4897, vergonyós,10,"Estat que pot tindre uan persona o un animal en el que no t'atreveixes a fer un cosa perquè no vols que et vegin a quan t'han dit alguna cosa bonica, que et poses vermell.","ser que poder tenir un persona o un animal en el que no tu atrevir-se a fer un cosa perquè no voler que tu veure a quan tu haver dir algun cosa bonic , que tu posar vermell ."
3929, intel·ligent,15,fet dels essers vius en que tenen facilitat de fer les coses si aquest vol. Es pot considerar intel·ligent una persona que trevalla molt o no i també a un gos per exemple.,fer del ésser viu en que tenir facilitat de fer el cosa si aquest voler . es poder considerar intel·ligent un persona que treballar molt o no i també a un gos per_exemple .
3930, pensar,15,"Fet o acció que succeeix sempre dins del nostre cervell que ens permet escrivir, jugar i pensar paraules sense que ningú les senti","fet o acció que succeir sempre dins del nostre cervell que jo permetre escriure , jugar i pensar paraula sense que ningú ell sentir ."
3931, univers,15,"Espai inexplorat completament en que hi ha estrelles, planetes i altres cossos celestes. On hi ha una temperatura baixa i una lluminositat molt baixa i amb gravetat 0.","espai inexplorat completament en que hi haver estrella , planeta i altre cos celeste . on hi haver un temperatura baix i un lluminositat molt baix i amb gravetat 0 ."
4454, bo,9,Alguna persona que sap fer coses vones i es porta bé,algun persona que saber fer cosa bo i ell portar bé .
4455, convèncer,9,Convèncer a una persona que fasi alguna cosa.,convèncer a un persona que fer algun cosa .
4456, mestre,9,Algu que ensenya a nens i nenes a fer coses per quan siguis grans les sapigues,algú que ensenyar a nen i nena a fer cosa per quan ser gran el saber .
4654, bo,10,un aliment o líquid que és apetitós,un aliment o líquid que ser apetitós .
4655, convèncer,10,comentari que intenta dir que no tiri enrere una cosa i que la fagi,comentari que intentar dir que no tirar enrere un cosa i que ell fer .
4656, mestre,10,Persona que ensenya llengües o matèries.,persona que ensenyar llengua o matèria .
3949, arribar,15,Verb que s'utilitza quan arribes a algun lloc.,verb que es utilitzar quan arribar a algun lloc .
3950, avorrit,15,Adjectiu que s'utilitza per alguna persona amb qui no t'ho pases bé.,adjectiu que es utilitzar per algun persona amb qui no tu ho passar bé .
3951, polític,15,Persona que es dedica a la política,persona que ell dedicar a el política .
3919, arribar,16,és el verb contrari de marxar,ser el verb contrari de marxar .
3920, avorrit,16,persona o cosa amb la qual no hi ha diversió,persona o cosa amb el qual no hi haver diversió .
3921, polític,16,és una persona que treballa en política,ser un persona que treballar en política .
5706, fugir,13,anar-se'n rapidament d'un lloc.,anar ell en ràpidament de un lloc .
5707, pesat,13,"Objecte, cosa, que pesa molt, es a dir que és difícil d'agafar i transportar.","objecte , cosa , que pesar molt , ser a dir que ser difícil de agafar i transportar ."
5708, volcà,13,"muntanya que comunica amb el centre de la Terra, i per dins està buida. Quan es produeix una reacció escupeix magma, que es molt calent. Hi pot destrossar poblats sencers.","muntanya que comunicar amb el centre de el terra , i per dins estar buit . quan ell produir un reacció escopir magma , que ser molt calent . i poder destrossar poblat sencer ."
5510, construir,15,"Acció que duu a terme un ésser viu i que es pot atribuir alhora de: construir un pis o casa, construir un riu, construir una nova màquina, etc.","acció que dur_a_terme un ésser viu i que ell poder atribuir alhora de : construir un pis o casa , construir un riu , construir un nou màquina , etcètera"
5511, fastigós,15,"Adjectiu qualificatiu de grau negatiu i que s'atribueix a persones, animals, etc.","adjectiu qualificatiu de grau negatiu i que es atribuir a persona , animal , etcètera"
5512, telescopi,15,"objecte que té com a finalitat la de poder observar el cel, els seus elements, etc.","objecte que tenir com a finalitat el de poder observar el cel , el_seu element , etcètera"
5150, atrevir-se,11,"és una acció que poden fer qualsevol ésser viu que pugui pensar. L'acció és de ser valent per a fer alguna cosa, acció...","ser un acció que poder fer qualsevol ésser viure que poder pensar . el acció ser de ser valent per a fer algun cosa , acció ..."
5151, cervell,11,"muscul de color blanc per dins i marró per a fora, que està dins del cap a la part superior, i que serveix per pensar, i per recordar coses, per a moure i per funcionar tot el cos, és el múscul que ens permet parlar, recordar coses i ser més inteligent que els altres animals.","múscul de color blanc per dins i marró per a fora , que estar dins del cap a el part superior , i que servir per pensar , i per recordar cosa , per a moure i per funcionar tot el cos , ser el múscul que jo permetre parlar , recordar cosa i ser més intel·ligent que el altre animal ."
5152, impressionant,11,"és alguna cosa o fet que a passat, i que es molt interessant, potser bonic, o molt gran, i que el fa ser diferent dels altres
exemple: la munyanya de l'Everest és impressionant (que és molt gran i alta)","ser algun cosa o fet que haver passar , i que ser molt interessant , potser bonic , o molt gran , i que ell fer ser diferent del altre exemple : el muntanya de el Everest ser impressionant ( que ser molt gran i alt ) ."
5663, llegir,12,"acció que fan les persones que consisteix a fer la lectura d'un llibre, diari, cartell... també es un verb.","acció que fer el persona que consistir a fer el lectura de un llibre , diari , cartell ... també ser un verb ."
5664, mapa,12,"objecte, normalment fet de paper, on està dibuixat el món, tots els continents, les ciutats... n'hi han de rodons, de plans, amb relleu, petits, grans, en blanc...","objecte , normalment fer de paper , on estar dibuixar el món , tot el continent , el ciutat ... en hi haver de rodó , de pla , amb relleu , petit , gran , en blanc ..."
5665, minúscul,12,adjectiu que significa molt petit.,adjectiu que significar molt petit .
5250, imaginar,12,"L'infinitiu d'imaginació, utilitza la ment per crear (dins del cervell). Ex. ens imaginem històries, dibuixos, cançons...","el infinitiu de imaginació , utilitzar el ment per crear ( dins del cervell ) . exemple jo imaginar història , dibuix , cançó ..."
5251, innocent,12,Persona que no ha fet res de dolent.,persona que no haver fer res de dolent .
5252, turó,12,"Petita muntanya, de poca altura.","petit muntanya , de poc altura ."
5181, avorrit,11,que no sap que fer o que està fent una cosa que no t'agrada,que no saber que fer o que estar fer un cosa que no tu agradar .
5182, polític,11,persona que posa lleis,persona que posar llei .
938, complicat,10,Alguna cosa que et costa.,algun cosa que tu costar .
940, estudiar,10,Aprendre coses.,aprendre cosa .
515, bacteri,14,microorganimes que infeca al cos humà.,microorganisme que infectar al cos humà .
516, nadalenc,14,coses que tenen a veure amb el Nadal.,cosa que tenir_a_veure amb el nadal .
517, tornar,14,arribar del lloc on has vingut,arribar del lloc on haver venir .
530, continent,14,Lloc de Terra en el món que té molts països Dins,lloc de terra en el món que tenir molt país dins .
531, culpable,14,Persona que ha fet alguna cosa malament i és ella qui paga amb la responsabilitat,persona que haver fer algun cosa malament i ser ell qui pagar amb el responsabilitat .
532, inventar,14,Cosa que s'atacudeix i decideixes que és important i li possas un nom,cosa que es tu acudir i decidir que ser important i ell posar un nom .
500, bo,15,"una persona que es agradable, simpàtic, rialler, que t'ajuda ... etc.","un persona que ser agradable , simpàtic , rialler , que tu ajuda ... etcètera"
501, convèncer,15,una noia vol fer alguna cosa però l'altre no i llabors la noia intenta fer dient li coses que molen perquè l'altre digui que si.,un noia voler fer algun cosa però el altre no i llavors el noia intentar fer dir ell cosa que molar perquè el altre dir que sí .
502, mestre,15,"pot ser una paret que es mestre que vol dir la paret més imprtant o la que agunta part de la casa.
També pot ser un professor.",poder ser un paret que ser mestre que voler dir el paret més important o el que aguantar part de el casa . també poder ser un professor .
853, canviar,8,Un canvi és per exemple un parc que li han canviat la font ie tobogant.,un canvi ser per_exemple un parc que ell haver canviar el font i el tobogan .
854, divertit,8,Una persona divertida és una persona que et fa gracia i que t'explica coses divertides.,un persona divertit ser un persona que tu fer gràcia i que tu explicar cosa divertit .
855, helicòpter,8,"Un helicòpter és un aparell que vola pel cel, és com un avió pero més petit i per tant no hi poden viatjar tantes persones.","un helicòpter ser un aparell que volar pel cel , ser com un avió però més petit i per_tant no hi poder viatjar tant persona ."
659, bo,8,una persona que tracta molt be las persones o els animals o els ajuda en el guna cosa,un persona que tractar molt bé el persona o el animal o ell ajudar en algun cosa .
660, convèncer,8,és una persona que no bol una cosa i una altra persona li fa dir que si,ser un persona que no voler un cosa i un altre persona ell fer dir que sí .
661, mestre,8,és una persona que ajuda a pendre els infans,ser un persona que ajudar a aprendre el infant .
883, bacteri,9,Bacteri es una cosa que atfa mal alguna cosa.,bacteri ser un cosa que tu fer mal algun cosa .
885, tornar,9,Tornar es que si estas a la pisina temas a casa teve,tornar ser que si estar a el piscina tu anar a casa teu .
495, imaginar,15,més allà del pensament d'una persona.,més allà del pensament de un persona .
496, innocent,15,una persona innocent vol dir que no es culpable.,un persona innocent voler dir que no ser culpable .
497, turó,15,part que surt o sobresurt d'una *,part que sortir o sobresortir de un * .
8572, microbi,17,"es un bacteri que sort de la pols l soten pasar-se en les sabanes, el aire etc.","ser un bacteri que sortir de el pols soler posar ell en el sabana , el aire etcètera"
8573, traduir,17,es una paraula que serveix per saber que vol dir en un altre idioma.,ser un paraula que servir per saber què voler dir en un altre idioma .
8574, vergonyós,17,una persona que faria moltes coses pero li da vergonya.,un persona que fer molt cosa però ell dar vergonya .
10422, construir,12,acte d'una persona de fer alguna cosa per a ell o pels altres.,acte de un persona de fer algun cosa per a ell o pel altre .
10423, fastigós,12,Cosa que et fa angunia o esgarrifançes.,cosa que tu fer angúnia o esgarrifança .
10424, telescopi,12,objecte que es fa servir per veure les coses de més aprop.,objecte que es fer_servir per veure el cosa de més a_prop .
10312, continent,13,"gran extensio de terra de les quals n'hi ha 5: America, Oceania, Europa, Asia i Africa.","gran extensió de terra de el qual en hi haver 5 : amèrica , oceania , europa , àsia i àfrica ."
10313, culpable,13,La persona que ha fet alguna cosa bona o dolenta. Exemple: ell es el culpable d'assesinarlo,el persona que haver fer algun cosa bo o dolent . exemple : ell ser el culpable de assassinar ell .
10314, inventar,13,fabricar alguna cosa nova per facilitar la vida quotidiana,fabricar algun cosa nou per facilitar el vida quotidià .
6825, complicat,12,una cosa que costa molt,un cosa que costar molt .
6826, estimar,12,un sentiment acia una persona,un sentiment hacia un persona .
6827, microscopi,12,un aparell per poder mirar,un aparell per poder mirar .
9937, complicat,16,"es quan fem alguna cosa, acció, deures, etc, que 
es massa dificil per a nosaltres.","ser quan fer algun cosa , acció , deure , etcètera , que ser massa difícil per a jo ."
9938, estimar,16,Sentiment que expressa quant valores a algú.,sentiment que expressar quant valorar a algú .
9939, microscopi,16,Objecte que serveix per veure elements molt petits.,objecte que servir per veure element molt petit .
5005, estimar,10,Es una persona que taprecia testima,ser un persona que tu apreciar tu estimar .
5006, gent gran,10,Un huma es fa gran es fa vell,un humà ell fer gran ell fer vell .
5007, ximple,10,Vol dir tontet es com un insult,voler dir tontet ser com un insult .
5781, àrab,13,Persona que viu i es nascuda a Arabia,persona que viure i ser néixer a aràbia .
5782, badar,13,estar pensan en una altre cosa que no estes fent,estar pensar en un altre cosa que no estar fer .
5783, llunyà,13,lloc lluny d'aqui,lloc lluny de aquí .
5881, complicat,13,alló dificil. Alló que es dificil d'entendre o de fer entendre,allò difícil . allò que ser difícil de entendre o de fer entendre .
5882, espia,13,Persona que tafaneixa en els asumptes de l'altre gent i que samaga per saber-los.,persona que tafanejar en el assumpte de el altre gent i que ell amagar per saber ell .
5883, estudiar,13,Acció dels estudiants al tenir que aprendres una lecció i estar en maxima concentració llegint els apunts,acció del estudiant al tenir que aprendre ell un lecció i estar en màxim concentració llegir el apunt .
1083, cor,10,El cor es un orga perquè els humans pugui viure,el cor ser un òrgan perquè el humà poder viure .
1084, espantar-se,10,Es una persona que te por quan li passa algo,ser un persona que tenir por quan ell passar algo .
1085, infantil,10,Es un nen petit que sempre vol jugar i no esta quiet,ser un nen petit que sempre voler jugar i no estar quiet .
2419, nadalenc,15,"Adjectiu relacionat amb el nada.
un objecte nadalenc, es un objecte que es relaciona o que
representa d'alguna manera el nadal.","adjectiu relacionat amb ell nadal . un objecte nadalenc , ser un objecte que ell relacionar o que representar de algun manera el nadal ."
2420, tornar,15,"Verb que descriu una persona, objecte, animal... es 
troba un altre vegada de cami al punt d'on va inicar
el viatge...","verb que descriure un persona , objecte , animal ... es trobar un altre vegada de camí al punt de on anar iniciar el viatge ..."
10427, microbi,12,Èsser viu de dimensions molt petites que no pot veure l'ull humà. Viuen als organismes d'altres éssers vius i els poden afavorir o perjudicar.,ésser viu de dimensió molt petit que no poder veure el ull humà . viure al organisme de altre ésser viu i ell poder afavorir o perjudicar .
10428, traduir,12,Transformació d'un codi en qualsevol altre.,transformació de un codi en qualsevol altre .
10429, vergonyós,12,Persona afectada per un sentiment que pensava que no es revelaria (de vergonya).,persona afectat per un sentiment que pensar que no es revelar ( de vergonya ) .
8411, estrany,15,Per son a o objecte que te aspectes anormals.,persona o objecte que tenir aspecte anormal .
8412, pau,15,contrari de guerra. No hi ha conflictes.,contrari de guerra . no hi haver conflicte .
6145, microbi,15,microcel·lula que infecta un organisme amb un cirus.,microcèl·lula que infectar un organisme amb un virus .
6146, traduir,15,acció de transformar unes paraules en un idioma a un altre.,acció de transformar un paraula en un idioma a un altre .
6147, vergonyós,15,persona que té la tendència a no ser extrovertit,persona que tenir el tendència a no ser extravertit .
222, comptar,11,Acció que fas anar quan vols saber el resultat d'una cosa,acció que fer anar quan voler saber el resultat de un cosa .
223, estrany,11,Qualitat que es fa anar quan una persona o cosa es diferent de les altres.,qualitat que ell fer anar quan un persona o cosa ser diferent de el altre .
224, pau,11,"Nom de persona que es fica quan neix algú. Nom 
que es fa anar quan no vols fer guerra.",nom de persona que ell ficar quan néixer algú . nom que ell fer anar quan no voler fer guerra .
1038, intel·ligent,11,Es una persona que sap moltisim.,ser un persona que saber molt .
1039, pensar,11,"Doncs si algu li pragunta una cosa algun noi
Doncs no diru ha voleo aveure si es la correcta si no pensa la cituació o la pregunta i contestar bé.",doncs si algú ell preguntar un cosa algun noi . doncs no dir ho a_voleo a veure si ser el correcte si no pensar el situació o el pregunta i contestar bé .
7079, atrevir-se,15,Fer una cosa que no et fa vergonya.,fer un cosa que no tu fer vergonya .
7081, impressionant,15,"que t'impresiona molt, que no t'esperaves veure una cosa.","que tu impressionar molt , que no tu esperar veure un cosa ."
5846, intel·ligent,12,Una persona que es llesta.,un persona que ser llest .
5847, pensar,12,verb.,verb .
5848, univers,12,Es un lloc envoltat de galàxies i format per galàxies.,ser un lloc envoltar de galàxia i format per galàxia .
9144, fastigós,8,una persona o esser viu que es marrano,un persona o ésser viu que ser marrano .
9145, telescopi,8,un aparell per beure els estels,un aparell per veure el estel .
7004, familiar,14,Persona que és de la família,persona que ser de el família .
7005, illa,14,superficie de terra que esta al mig del mar.,superfície de terra que estar al mig del mar .
7006, transformar,14,Cambiar-la de forma,cambiar ell de forma .
624, estimar,6,UNA PERSONA QUE FA PATONS,un persona que fer petó .
625, gent gran,6,AVIS,avi .
626, ximple,6,TONTO,tonto .
908, bo,10,No fa res que pugui fer mal a la gent,no fer res que poder fer mal a el gent .
910, mestre,10,"Una persona que t'ensenya mates, catala, castellà, medi, angles, expresió escrita, educasió fisica etc...","un persona que tu ensenyar mates , català , castellà , medi , anglès , expressió escrit , educació física etcètera . ."
7970, enyorar,13,troben a faltar alguna cosa.,trobar a faltar algun cosa .
7971, il·legal,13,Acció que no es pot fer.,acció que no es poder fer .
7972, península,13,tros de tera unit a un altre per un extrem,tros de terra unir a un altre per un extrem .
5911, amagar,13,"(verb) treure, ocultar alguna cosa.","( verb ) treure , ocultar algun cosa ."
5912, indígena,13,"Dit de la perssona que viu al carrer, sens menjar, casi ni robat.","dir de el persona que viure al carrer , sense menjar , casi ni robar ."
5913, lleig,13,Dit de la persona que no és agraciada,dir de el persona que no ser agraciat .
7384, bo,13,"Que una cosa sigui gustosa i que sigui agradable 
per la persona.",que un cosa ser gustós i que ser agradable per el persona .
7385, convèncer,13,"Insistir en una idea per tal de que sigui
la mateixa que tu.",insistir en un idea per_tal_de que ser el mateix que tu .
7386, mestre,13,"persona que ejerceix un treball per tant
de educar a uns alumnes",persona que exercir un treball per_tal_de educar a un alumne .
6355, intel·ligent,0,tenir molts coneixements.,tenir molt coneixement .
6356, pensar,0,És el fet tenir una idea o simplement el que percevim el cervell al fer qualsevol cosa.,ser el fet tenir un idea o simplement el que percebre el cervell al fer qualsevol cosa .
6357, univers,0,"l'univers és l'espai on hi són tots els planetes, millons i trillons d'estrelles i a saber que més.","el univers ser el espai on hi ser tot el planeta , milió i trilió de estrella i a saber què més ."
3064, microbi,13,ésser minúscul perjudicial pel cos humà,ésser minúscul perjudicial pel cos humà .
3065, traduir,13,passar la paraula d'una llengüa a una altre,passar el paraula de un llengua a un altre .
3066, vergonyós,13,caracter d'una persona que té vergonya,caràcter de un persona que tenir vergonya .
823, imaginar,9,és una nena/en que tanca els ulls i simagina coses que el pensa i és com si passes per ell/lla de britat,ser un nena / nen que tancar el ull i ell imaginar cosa que ell pensar i ser com si passar per ell / ell de veritat .
824, innocent,9,és una person que liechan les culpes i ell diu que no peró el que és colpable li fica les culpes per qué ell no vagi a la carcen,ser un persona que ell tirar el culpa i ell dir que no però el que ser culpable ell ficar el culpa per _ que ell no anar a el presó .
11518, estimar,10,ser mol bo amb una persona,ser molt bo amb un persona .
11519, gent gran,10,gent adolescent,gent adolescent .
11520, ximple,10,que es un tocat delala,que ser un tocat del ala .
11653, amagar,10,"una persona que lluga al escond
ite i es te que amagar",un persona que jugar al fet_i_amagar i ell tenir que amagar .
11655, lleig,10,"una persona que es una mica
marrana no es renta rep el nom
de lleig",un persona que ser una_mica marrà no es rentar rebre el nom de lleig .
11663, llegir,12,"es dir les lletres en veu
alta peró per dintre.",ser dir el lletra en veu alt però per dintre .
11664, mapa,12,"es un mapa que posa el nons 
de la ciutat",ser un mapa que posar el nom de el ciutat .
11665, minúscul,12,petit,petit .
11578, enganyar,10,"mentir: es quan una persona enganya
a una altra.",mentir : ser quan un persona enganyar a un altre .
11579, espatllat,10,una màquina que est espatllada: trencada.,un màquina que estar espatllat : trencat .
11580, microscopi,10,es un aparell per veure unes coses molt petites,ser un aparell per veure un cosa molt petit .
11748, estimar,12,voler a algu,voler a algú .
11749, gent gran,12,persones mes grans que tu,persona més gran que tu .
11750, ximple,12,tonto,tonto .
8365, complicat,15,que se lia por todo,que él liar por todo .
8366, espia,15,que mira todo lo que haces,que mirar todo el que hacer .
8367, estudiar,15,leer entender,leer entender .
8582, cor,15,Organ huma que la circular la sang per tot el cos,òrgan humà que el circular el sang per tot el cos .
8583, espantar-se,15,asustarse,asustar ell .
8584, infantil,15,que es un nen.,que ser un nen .
9030, bo,8,que domas cosas,que donar cosa .
9031, convèncer,8,qUe tecanbere,que tu convèncer .
9032, mestre,8,PROEESORa,professora .
8375, intel·ligent,0,es diu de la persona que sap molt,es dir de el persona que saber molt .
8376, pensar,0,es quant una persona rumia les coses,ser quan un persona rumiar el cosa .
9211, amagar,0,Amagar-se abaix d'una taula,amagar ell a baix de un taula .
9213, lleig,0,Ten* la casa lleiga (malament),tenir el casa lleig ( malament ) .
9020, continent,8,un poble petit,un poble petit .
9021, culpable,8,"un q ve a fet algu i diu que no
al final terra o un atre",un que venir haver fer algo i dir que no al final terra o un altre .
9022, inventar,8,fer una cosa que no existeixi,fer un cosa que no existir .
7205, nadalenc,14,"alguna cosa relacionada amb el
Nadal",algun cosa relacionat amb el nadal .
7206, tornar,14,"Anar a un lloc i torna a un
altre lloc.",anar a un lloc i tornar a un altre lloc .
7179, canviar,0,"algo que situ no quieres lo que
tienes lo puedes carbiar.HAcer cambio de algo",algo que si tú no querer el que tener él poder cambiar . hacer cambio de algo .
7180, divertit,0,"persona que tiene ganas de jugar,de reir.
persona que hace que otras se diviertan,","persona que tener ganas de jugar , de reír . persona que hacer que otras él divertir ."
7181, helicòpter,0,"el helicòptero es más pequeño
que el avion,dentran
pocas personas y no tiene el mismo color","el helicóptero ser más pequeño que el avión , entrar poco persona y no tener el mismo color ."
7259, continent,13,Parte geograFica del mundo,parte geográfico del mundo .
7260, culpable,13,Persona que a fet algo mal,persona que haver fer algo mal .
7261, inventar,13,persona que imagina una coses,persona que imaginar un cosa .
2638, complicat,6,una cosa què no sap.,un cosa que no saber .
2639, espia,6,es unapersona que mira tot.,ser un persona que mirar tot .
2640, estudiar,6,Es un nen què pensa,ser un nen que pensar .
3371, complicat,15,fet dificultos que crea en fer alguna cosa,fet dificultós que crear en fer algun cosa .
3372, espia,15,persona que investiga a altre persona sens que l'altre no es doni compte.,persona que investigar a altre persona sens que el altre no ell donar compte .
3373, estudiar,15,fet o deure que han de fer la joventud per exarminar-se,fet o deure que haver de fer el joventut per examinar ell .
3133, llegir,14,es quan s'agafa un llibre i es llegeix el contingut,ser quan es agafar un llibre i es llegir el contingut .
3134, mapa,14,es una cosa que serveix per situarte i per saber on as d'anar.,ser un cosa que servir per situar tu i per saber on haver de anar .
3135, minúscul,14,es quan les paraules en comptes de posar-les en majuscul ex: ABC la poses ne minúscul abc.,ser quan el paraula en_comptes_de posar ell en majúscula exemple : ell posar en minúscula .
3809, familiar,17,que pertany a la familia,que pertànyer a el família .
3810, illa,17,tros de terra envoltat d'aigua.,tros de terra envoltar de aigua .
3811, transformar,17,canviar d'Estat,canviar de estat .
3341, enyorar,15,trobar a faltar algú.,trobar a faltar algú .
3342, il·legal,15,quan una cosa està prohivida feta o que no es pot fer.,quan un cosa estar prohibit fet o que no ell poder fer .
3343, península,15,un país.,un país .
3346, complicat,14,Adj. Que es dificil,adjectiu que ser difícil .
3347, espia,14,Persona que espia,persona que espiar .
3348, estudiar,14,Acció d'aprendre coses,acció de aprendre cosa .
9862, complicat,15,quan et costa dir o fer alguna cosa,quan tu costar dir o fer algun cosa .
9864, microscopi,15,"es un aparell per veure coses ampliades
ex: cèl·lules.",ser un aparell per veure cosa ampliar exemple : cèl·lula .
9674, complicat,13,Aquest examen és molt complicat,aquest examen ser molt complicar .
9675, estimar,13,Jo estimo a la meva mare.,jo estimar a el_meu mare .
9676, microscopi,13,Objecte per mirar cpses com per exemple el cel,objecte per mirar cosa com per_exemple el cel .
9441, mestre,16,"A ESTUDIADO PARA ENSEÑAR A LAS DEMAS PERSONAS
TODO LO QUE APRENDIO.",haver estudiar para enseñar a el demás persona todo el que aprender .
3889, continent,16,Una gran part de terreny en que es divideix la terra que agrupa molts paisos. En total hi han 5 continents.,un gran part de terreny en que ell dividir el terra que agrupar molt país . en_total hi haver 5 continent .
3890, culpable,16,Una persona que ha fet una acció il·legal i el condenen a un tribunal.,un persona que haver fer un acció il·legal i ell condemnar a un tribunal .
3891, inventar,16,Una persona que fa coses noves que no estaven encara.,un persona que fer cosa nou que no estar encara .
3899, enyorar,15,"Enyorar vol dir trobar a faltar alguna cosa o persona, animal, etc...","enyorar voler dir trobar a faltar algun cosa o persona , animal , etcètera . ."
3900, il·legal,15,"No es legal, acció que esta fora de la llei, es il·legal","no ser legal , acció que estar fora de el llei , ser il·legal"
3901, península,15,"Una peninsula es un troç de terra que esta envoltat d'aigua per tots els llocs menys per un, com per exemple la peninsula Iberica","un península ser un tros de terra que estar envoltar de aigua per tot el lloc menys per un , com per_exemple el península_ibèrica ."
5786, enyorar,14,inorar a alguna persona.,ignorar a algun persona .
5787, il·legal,14,vendre algu pirata o que no es verdader.,vendre algo pirata o que no ser verdader .
5788, península,14,Es la Península Iberica.,ser el península ibèrica .
172, arribar,12,"verb. que algu arriba a la seva
destinacio.",verb . que algú arribar a el seu destinació .
173, avorrit,12,verb. persona que no sap que fer.,verb . persona que no saber què fer .
174, polític,12,"persona que esta relasionada amb la
politica.",persona que estar relacionat amb el política .
78, pensar,10,bol dir inteligent,vole dir intel·ligent .
1158, complicat,10,Una feia complicada.,un feina complicat .
1159, estimar,10,Abraçar a una persona.,abraçar a un persona .
1160, microscopi,10,moirar pel vidre.,mirar pel vidre .
1253, consultar,0,Quan consultes alguna cosa es que vols vuscar informacio d'aluna cosa lloc Persona...,quan consultar algun cosa ser que voler buscar informació de alguna cosa lloc persona ...
1255, vacuna,0,"Una vacuna es fica per prevenir malatis com la baricela, la epatitis A o B...
La vacuna nomes la poden ficar els metges o gent autoritzada per fero.","un vacuna es ficar per prevenir malaltia com el varicel·la , el hepatitis_a o hepatitis_b. . . el vacuna només ell poder ficar el metge o gent autoritzat per fer - ho ."
1193, amagar,12,Posar alguna cosa en algun lloc on no és vegi o en no la trobi ningú.,posar algun cosa en algun lloc on no es veure o on no ell trobar ningú .
1194, indígena,12,"Tipus de gent amb pell morena, que be de l'India o països indis.","tipus de gent amb pell morè , que venir de el India o país indi ."
1195, lleig,12,"Físic d'un persona, que no és gaire atractiu /a, que te la cara poc atractiva.","físic de un persona , que no ser gaire atractiu , que tenir el cara poc atractiu ."
9789, complicat,13,Una cosa que costa mes que les altres.,un cosa que costar més que el altre .
9790, estimar,13,Cosa que no es fa fins que ets gran,cosa que no es fer fins que ser gran .
9791, microscopi,13,"Aparell que fa que puguis mirar a microvis, cel·lules...","aparell que fer que poder mirar a microbi , cèl·lules ..."
11105, llegir,9,Llegir es anar veien algunes paraules de un llibre,llegir ser anar veure algun paraula de un llibre .
11106, mapa,9,El mapa es un full que t'indica un lloc.,el mapa ser un full que tu indicar un lloc .
11107, minúscul,9,Es una cosa que es molt petita o alguna lletra petita,ser un cosa que ser molt petit o algun lletra petit .
1613, microbi,6,esunbeiju,ser un .
1614, traduir,6,ce boldi ca astas paanantn,que voler dir que estar .
1615, vergonyós,6,es ce tetens barjo,ser que tu tenir barjo .
8175, comptar,13,fet de,fer de .
8176, estrany,13,que no es normal.,que no ser normal .
8177, pau,13,Nom d´una persona //// estat de tranquilitat..,nom de ´ un persona / / / / estat de tranquil·litat . .
11030, canviar,0,2,
11031, divertit,0,3,
11032, helicòpter,0,1,
614, estimar,7,li*re,ell res .
